	Region	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
0	Maize_Spring_USA_Nebraska	0.9604519774011298	0.9576427255985267	1.1020036429872495	0.9710391822827938	0.8398133748055988	1.044776119402985	1.1363636363636365	0.943877551020408	0.9296482412060302	1.1662531017369728	0.8775981524249422	0.9381898454746136	1.2121212121212122	1.0730593607305936	0.7990867579908676	0.9815242494226328	0.9402654867256637	0.9959758551307846	1.1368209255533201	1.0910815939278937	0.7899628252788103	1.1015325670498084	1.051625239005736	0.8568904593639575	1.0017271157167529	1.0666666666666664	1.0207336523125994	1.0363924050632911	0.981012658227848	0.9587955625990492	1.0078740157480315	1.032520325203252	1.066350710900474	0.8441558441558441	1.0996835443037973	0.8823529411764706	1.0671641791044777	0.9850746268656717	1.0583941605839413	1.0087082728592163	0.9197080291970802	1.0714285714285712	0.8976157082748947	0.9851551956815116	1.1126005361930296	0.9897172236503855	0.9559748427672954	0.9900990099009902	0.9939024390243901	1.0809178743961352	1.0246913580246912	0.9803921568627451	0.8700980392156862	1.019300361881785	1.0554245283018868
1	Maize_Spring_USA_Iowa	0.9256559766763847	1.0500695410292071	1.0307898259705488	1.0204081632653061	0.9556103575832307	0.9832134292565945	1.0348837209302324	0.9800664451827242	1.0208562019758507	1.0565635005336178	0.8669354838709677	0.9999999999999999	1.1812627291242361	1.0808080808080807	0.8264462809917356	0.9911894273127753	0.9848484848484848	0.8447937131630648	1.0869565217391304	1.127886323268206	0.9212730318257957	1.0984182776801406	1.083032490974729	0.763157894736842	0.9655172413793103	1.0677966101694916	1.149914821124361	1.0961214165261381	0.7082630691399663	1.0260869565217392	1.064189189189189	0.9948979591836732	1.1816720257234725	0.6462035541195477	1.1874999999999998	0.9746434231378763	0.9913793103448275	0.9956709956709958	1.015406162464986	1.0318559556786704	0.9638554216867471	0.9617918313570487	1.0303413400758532	0.9573170731707316	1.0773809523809523	1.0200471698113207	0.962877030162413	0.9918793503480277	1.0011709601873535	1.052325581395349	0.9987893462469735	1.05006105006105	0.8394607843137255	0.9891435464414956	1.0658682634730539
2	Maize_Spring_USA_Illinois	0.9239130434782608	1.020671834625323	1.0651629072681703	1.0235294117647058	0.9345794392523364	1.0514541387024607	0.9111111111111109	1.1016949152542372	0.9955752212389378	1.0714285714285712	0.7676348547717842	1.0707070707070707	1.157894736842105	0.9961315280464216	0.7915057915057914	1.1306042884990253	1.0268714011516313	0.9275618374558303	1.022099447513812	1.1298932384341633	0.7908163265306123	1.133093525179856	1.2062615101289134	0.6752136752136753	0.9595959595959596	1.1344537815126052	1.1460101867572157	1.1036789297658862	0.6186440677966102	1.094306049822064	1.096718480138169	0.841194968553459	1.1136023916292974	0.9923664122137403	1.1403508771929824	0.8509036144578314	1.0074074074074075	0.9787556904400605	1.011477761836442	0.9817671809256662	1.0500695410292071	1.0242587601078166	0.8631713554987213	1.0594315245478034	1.1464968152866242	0.8666666666666668	0.9702380952380952	1.0491606714628297	1.0554245283018866	1.033254156769596	1.016839378238342	1.0181582360570687	0.6587202007528231	1.0595238095238093	1.132502831257078
3	Maize_Spring_USA_Indiana	0.9444444444444445	0.9762532981530342	1.0704960835509136	1.0635696821515892	0.8674698795180723	1.1217183770883055	0.9523809523809523	0.9598214285714284	1.0232558139534884	1.1086474501108647	0.8102345415778252	1.0455486542443064	1.1403508771929824	1.0669456066945606	0.7494866529774128	1.0103092783505154	1.120162932790224	0.9622641509433961	1.0227272727272727	1.0646387832699618	0.8727272727272727	1.0485436893203883	1.2115384615384615	0.6672760511882998	1.0427807486631016	1.0789473684210527	1.0517241379310345	1.1325503355704698	0.6893687707641196	1.1625874125874127	1.1044520547945202	0.7266982622432859	1.141304347826087	1.0509554140127388	1.0925644916540211	0.8911671924290221	0.9624413145539906	0.9728867623604465	1.0378787878787876	0.9523809523809522	1.0549132947976878	1.1126961483594866	0.8208955223880596	0.9798657718120805	1.126005361930295	0.9884467265725289	0.9899117276166457	0.9673366834170852	1.0012515644555695	1.08502538071066	1.0709413369713505	0.9733333333333334	0.6453715775749673	1.1090225563909775	1.119047619047619
4	Maize_Spring_USA_Minnesota	0.9440559440559442	1.0714285714285712	0.9754098360655736	1.1057692307692308	0.8964451313755797	0.9077380952380951	1.0888252148997133	0.9523809523809524	1.0199004975124377	1.063569682151589	0.9883720930232557	0.9410430839002267	1.1177884615384615	1.1596009975062342	0.8222811671087533	0.9114583333333334	0.7468354430379747	1.15473441108545	1.1304347826086956	0.9784735812133071	0.9255725190839693	1.0912698412698412	1.105675146771037	0.7939508506616256	0.9889094269870609	1.036036036036036	1.1192660550458715	1.127886323268206	0.6468531468531469	1.0964912280701753	1.1131059245960504	1.0849909584086799	0.9999999999999999	0.6194690265486726	1.2456140350877194	1.0119047619047619	0.9314456035767511	0.9720176730486009	1.0851063829787235	1.0563380281690142	0.9863945578231292	0.8928571428571429	1.0651289009497966	0.9530026109660574	0.9974905897114178	1.1068702290076333	1.0037406483790523	0.8935128518971848	0.9878048780487804	1.0687960687960687	1.0624249699879953	0.9337349397590361	1.0160098522167487	1.0050568900126422	0.984848484848485
5	Maize_Spring_USA_Ohio	0.9604519774011301	1.0164835164835164	1.0526315789473684	1.0626702997275204	0.8620689655172413	0.9736842105263156	1.0824742268041239	0.9634146341463413	1.036144578313253	1.0308056872037914	0.9080459770114943	1.0606060606060606	1.1031175059952036	0.9280742459396752	0.8465011286681714	1.019736842105263	1.0706860706860706	1.0076775431861804	0.9704251386321625	1.0767790262172283	1.0405156537753224	0.9266409266409266	1.0940499040307101	0.7476635514018692	1.0405643738977073	1.1082024432809772	1.107266435986159	1.0398613518197573	0.74430823117338	1.085343228200371	1.0765124555160142	0.817717206132879	1.174055829228243	0.9031198686371098	1.113782051282051	0.983739837398374	0.8591331269349844	1.0584518167456554	1.0698027314112293	0.9183673469387754	1.1466458658346332	1.0518292682926829	0.6468023255813952	1.1403508771929824	1.1205673758865247	0.9334203655352482	1.0728744939271255	0.9946949602122015	0.8495460440985733	1.1176470588235294	1.0884353741496597	0.9832904884318766	0.7662835249042145	1.0888610763454316	1.0705596107055961
6	Maize_Spring_China_Jilin	0.8927055327578887	1.1657746787999526	0.9898501384072035	0.9691132564448418	1.0134426471674423	0.9167510437327488	1.0292693924644907	1.1176868672124838	0.9857662579467642	0.7847693137356142	1.1199131413865206	1.106098843322818	0.7736878612716763	1.0314776385793216	1.0847611851779635	1.0926250019189734	0.9864295673375234	0.8322374600789028	1.0615074588884228	1.0971688083268798	0.9125446509656716	0.8987276196920279	0.8528835165243567	1.1808696999565278	1.1932408213015568	0.8721026872287375	0.9179408107078418	1.08192858234805	1.0757242839945222	0.8242292627035093	1.1428145102460374	1.0061215394295302	0.9158235657001851	1.0357381817724907	1.0460800234429373	0.9868268712051137	1.0606499976585098	0.7645578922638108	1.2500015725189109	1.194690799659695	0.7372473428634246	0.8821307310365	1.06733708769107	1.026918407991443	0.9772571755133959	1.0058509973699654	1.0639227788446435	0.9523542064323918	1.0732527505092642	0.9109199969758287	0.9359020219344787	1.0380705286547176			
7	Maize_Spring_China_Liaoning	0.8228785853477848	1.0791423168252072	1.0201046647340086	1.0118538500339935	0.9994791453899259	1.0314514368170726	1.0007402398011405	1.0611275432463922	0.9525701053058602	0.8796322546676927	1.153229463591604	1.0389380803049866	0.8227044356853384	0.9505398497809306	1.0796065914668793	1.06149555203167	1.0325150845899422	0.9088507199041804	0.9799708350635931	1.055534779356769	1.0205006855676941	0.9333788778958413	0.9326305787103204	1.2075596154230546	1.1511667511564538	0.7354971153505823	0.9796704724473388	1.112290959498125	1.0650901999024864	0.7160563271006285	1.0849702806354486	1.0523163710830339	1.0544979916930675	1.1757296477634314	0.7680839315295417	1.0042725329826905	1.1334482818369198	0.7438890679296042	1.267839031929704	1.126750160478939	0.6965749220298244	0.9573970637922682	1.0638382092739909	1.0321086689651569	1.0714995176563171	1.0099159318756763	0.9743992007206783	0.9904124166018893	1.100465689464295	0.8476497715927246	0.9306676798059865	1.0555889421086004			
8	Maize_Spring_China_Heilongjiang	1.291407940873477	0.5773353254514745	0.843786071565987	1.0766403548222012	0.8906486709819585	0.8464408023483365	1.0709278867524534	1.258589756609458	1.0080391400556243	0.6564634575008786	1.1592221060959766	1.186361144407586	0.8075995676394778	1.006043797492706	1.0871850896575517	1.1388747649370878	0.8664404379910277	0.8108656294838373	1.1755029353616757	1.0736025159784923	0.9833912350143804	1.0176884992039084	0.8509960948553964	1.0095177483481594	1.1200064314282459	0.8270007725724127	1.1539956084081713	1.0244322631166796	0.9013561035772023	0.8237377503195569	1.1440642516523047	1.0057883253929383	0.9551943877915421	1.0522756501718025	1.101696194981256	0.9577004524749005	1.055601608076185	0.935346269006526	1.0111273267877154	1.0400007364219948	0.9811724561181582	0.8897188964804406	1.100865570706451	0.9373730006214136	0.9653331756774611	1.0997344616022862	1.0254041560119729	0.8122137531481958	1.0794766880816695	0.9683219926034496	1.0010983734740735	1.0639917462015342			
9	Maize_Summer_China_Hebei	0.959511192411413	1.0672679085553032	1.035525182755904	0.8321770500901902	0.9392644590264	0.9135218608242448	1.1845865222144916	1.070634623484813	0.9395100442009053	0.894714508967844	1.0937918805797817	1.0975814247105007	0.844370112552547	0.9828405017921147	1.1829429290136122	0.9861087672863245	1.0004923120203253	0.837141234546328	0.9578094416614139	1.0792909634303924	0.9976188463380955	0.9237812035370531	1.0836003495484998	1.003782698518928	0.9806934330950631	1.0733410041378089	0.9812469781667452	0.9624579564292682	0.9977933568427052	0.9818067595158602	0.9994883375397893	1.0455181574515524	0.9428581693417281	0.9700042789901583	1.0732821275645097	1.0966482140537068	0.9796594683119404	0.9190766100730634	1.0704604901842147	0.9714099122324686	0.9609052886899744	1.0114678887944049	0.9603001238319309	1.0100201461273262	0.9998459499841861	0.9711367491360015	1.0154752700067198	1.0226021037374384	1.021722433028436	0.9766165502843284	0.9692988017498257	1.0278876409883007			
