	Region	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
15	Maize_Bulgaria_All				0.1009199999999999	0.28325999999999985	-0.8283199999999997	0.6734399999999998	0.09313999999999956	-0.5084000000000004	0.49844	-0.11254000000000053	-0.19403999999999977	0.49277999999999933	0.17180000000000017	-0.8951000000000002	0.4731799999999997	0.3691	-0.5431000000000004	-0.3078000000000003	0.7878600000000002	-0.5787400000000007	-0.47726000000000113	0.6281400000000001	0.5037199999999995	0.6637599999999999	-1.4087999999999998	0.8581799999999999	-0.06337999999999999	-0.5750599999999997	0.26780000000000026	-0.6923599999999999	1.6494999999999993	-0.24950000000000028	-1.3907200000000004	0.10880000000000001	0.9738199999999999	-0.83324	0.3602999999999996	-0.11524000000000001	0.9678999999999998	-1.2637400000000003	-0.5398000000000005	0.8820799999999998	-1.2712399999999997	1.0564599999999995	1.3803400000000003	0.3336799999999993	-2.5730399999999998	-0.06636000000000042	0.2862399999999994	1.3866399999999999	0.2184400000000002	-2.2279000000000004	0.2002600000000001	1.0580599999999993
16	Maize_Canada_All				-0.5961600000000002	0.24078	0.0754999999999999	-0.011120000000000019	0.20847999999999978	0.16463999999999945	-0.4433600000000002	0.2389000000000001	0.13316000000000017	-0.26529999999999987	0.22145999999999955	-0.6607400000000005	0.4329199999999993	0.0008199999999991547	0.25028000000000006	-0.2415799999999999	-0.07254000000000094	-0.004499999999999282	0.1726800000000006	0.12487999999999921	-0.3538200000000007	0.007359999999999367	0.08685999999999972	-0.15969999999999995	0.8207800000000001	-0.8591000000000006	-0.13118000000000052	0.6432199999999995	0.3022	-0.9196200000000001	-0.2667400000000004	0.6430999999999996	0.28559999999999874	-0.36935999999999947	-0.533240000000001	0.7956399999999997	0.8240200000000009	-0.8948000000000009	-0.5232800000000006	-0.1824399999999997	0.16023999999999994	0.21093999999999902	0.27383999999999986	-0.1045600000000011	-0.09372000000000114	0.23077999999999932	-0.5434000000000019	0.6827799999999993	-0.26622000000000057	-0.14840000000000053	0.30325999999999986	-0.013860000000001094
17	Maize_France_All				1.0449200000000003	-1.0547	0.18287999999999993	0.4655800000000001	-0.4461200000000005	0.5062999999999995	-0.10568000000000044	0.10610000000000053	0.35031999999999996	-0.6564999999999994	0.7951799999999993	0.009100000000000108	-0.5426200000000003	-0.6290200000000006	0.4465199999999996	0.26797999999999966	-0.15844000000000058	-0.2773000000000003	0.042340000000000266	0.37162000000000006	0.05126000000000008	-0.24531999999999954	0.1442400000000008	-0.4745000000000008	0.3428399999999998	0.5803199999999995	-0.04690000000000083	-1.0629000000000008	0.041859999999999786	0.5444599999999999	0.2859400000000001	-0.1879799999999996	-0.48178000000000054	0.1012000000000004	0.5474200000000007	-0.33119999999999905	0.1281800000000004	0.2727800000000009	0.026979999999998228	0.43341999999999814	-1.2642000000000007	0.5786200000000008	-0.2968799999999998	-0.2671600000000005	0.6632800000000003	0.1745000000000001	-0.2746000000000013	-0.42674000000000056	0.9432000000000009	-0.13442000000000043	-1.3043600000000009	0.5710800000000003
18	Maize_Germany_All				0.1552199999999999	-0.15100000000000025	-0.2781800000000003	-0.09041999999999994	0.2961999999999998	0.20342000000000038	-0.02150000000000052	0.08575999999999961	0.0628599999999997	-0.3061400000000001	0.26113999999999926	-0.1823800000000011	0.2847799999999996	-0.5442200000000001	0.2710399999999984	-0.27817999999999987	0.4874800000000006	-0.42691999999999997	0.32685999999999993	0.6049799999999994	-0.6452	-0.6181000000000001	0.4405400000000004	0.3101200000000004	-0.7606599999999997	0.6631800000000005	0.5070199999999998	-0.4427399999999997	-0.43838000000000044	0.043699999999999406	0.7135600000000002	-0.42698000000000036	-0.4175400000000007	0.014780000000000015	0.47470000000000034	-0.36490000000000045	0.06153999999999904	0.3386599999999991	0.11877999999999922	0.5885799999999985	-1.402820000000001	0.4990799999999993	0.5735799999999998	-1.0947000000000013	0.19709999999999894	0.6452000000000009	0.06657999999999831	-1.104560000000001	0.9307999999999996	0.5999399999999984	-1.4323400000000017	0.41195999999999877
19	Maize_Netherlands_All				0.23545999999999978	-0.04675999999999991	0.1226799999999999	0.06761999999999935	-0.14088000000000012	-0.21670000000000034	-0.0964400000000003	0.10199999999999942	0.8827999999999996	-0.8641000000000001	-0.78626	0.41195999999999877	-0.011700000000000266	-0.5359400000000001	1.6163999999999996	1.677299999999999	-1.6508000000000007	-0.6185000000000005	-1.2252400000000008	0.93642	0.5869200000000001	-4.4308000000000005	3.7699399999999983	1.2910799999999991	-1.1047200000000004	-0.3170800000000007	1.0826199999999986	0.28267999999999915	-0.8139800000000008	-0.32137999999999955	1.1585199999999993	-0.4440400000000002	-0.28889999999999905	0.2859399999999992	-2.581120000000001	2.5883599999999998	-1.5722600000000009	1.4758999999999993	-0.10542000000000051	0.409419999999999	-0.46710000000000207	-0.42825999999999986	-0.5389800000000005	-0.8110199999999992	1.0816199999999991	-0.039720000000000866	0.9028599999999987	-0.4039999999999999	0.05853999999999715	-0.08426000000000222	-0.8765800000000024	0.6394399999999987
20	Maize_Poland_All				-0.18176000000000014	0.21977999999999964	-0.2345600000000001	-0.008480000000000043	0.10232000000000019	0.07653999999999961	-0.10220000000000029	-0.17835999999999963	-0.1304600000000007	-0.26690000000000014	-0.0055800000000005845	-0.027580000000000382	1.0232200000000002	0.11312000000000033	-0.21131999999999973	-0.27902000000000005	0.034440000000000026	-0.3498800000000002	0.20863999999999994	0.21410000000000062	0.0039999999999995595	-0.47836000000000034	-0.08957999999999977	0.4894999999999996	-0.16812000000000094	0.21282000000000068	-0.07111999999999963	0.24955999999999978	0.1420199999999996	-0.8292200000000003	0.8076800000000004	-0.8031599999999992	0.05859999999999932	0.07026000000000021	0.0002999999999993008	0.20387999999999984	-0.07188000000000017	0.09047999999999945	0.20327999999999946	0.30269999999999975	-0.5012400000000001	0.2875399999999999	0.243339999999999	-1.434400000000001	0.8724600000000002	0.11052000000000017	-0.08140000000000036	-0.7167600000000007	0.5624000000000002	0.6611199999999995	-0.27937999999999974	-0.1495999999999995
21	Maize_Romania_All				0.014639999999999986	0.09537999999999958	-0.25122	0.3423599999999998	-0.031400000000000095	-0.10396000000000027	0.08871999999999991	-0.31148	0.0010199999999995768	0.5291399999999999	-0.17558000000000007	-0.3510599999999999	-0.061120000000000285	0.4639599999999997	-0.12566000000000033	-0.21504000000000012	0.4416199999999999	-0.05278000000000027	-0.6553800000000001	0.5281199999999999	0.09183999999999992	-0.4377399999999998	0.43701999999999996	0.5437199999999995	-0.4243599999999996	-0.12227999999999994	-0.48539999999999983	-0.06786000000000003	1.2839399999999999	-0.8773400000000002	-0.4050200000000004	0.35021999999999975	-0.015880000000000116	-0.3056000000000001	0.8394999999999997	-0.26381999999999994	0.5819999999999999	-1.2137400000000005	0.18357999999999963	-0.02481999999999962	-0.4716200000000006	0.9058599999999997	0.6055800000000002	0.16803999999999997	-1.4778	-0.02090000000000014	-0.021860000000000213	0.7820399999999994	0.7402400000000005	-1.8759800000000006	0.33724000000000043	0.5785799999999997
22	Maize_Ukraine_All																																			-0.3126599999999997	0.0955199999999996	-0.02662000000000031	0.46755999999999975	-0.2787200000000003	-0.3921200000000007	0.04420000000000002	0.09305999999999992	0.10049999999999981	-0.22118000000000038	0.07917999999999914	0.46519999999999984	-0.3649400000000007	-0.43278000000000016	0.3189799999999998	0.10550000000000015	-0.5781999999999998	1.0075400000000005	-0.8703399999999997	0.41811999999999916	0.22225999999999946
23	Maize_UK_All													0.0	0.19999999999999973	-0.20000000000000018	-0.054300000000000015	-0.8668600000000004	0.6466399999999997	0.7239399999999998																																				
24	Maize_Brazil_All				0.015639999999999654	-0.13182000000000005	0.07288000000000006	-0.006960000000000077	0.03837999999999986	-0.019760000000000222	-0.04830000000000023	0.07285999999999992	-0.04846000000000017	-0.0167400000000002	-0.012779999999999792	0.031039999999999957	-0.03280000000000016	0.10105999999999993	0.15339999999999998	-0.31394000000000033	-0.1403000000000001	0.17837999999999998	0.12640000000000007	-0.03988000000000036	-0.03852000000000011	0.009759999999999769	0.06425999999999998	-0.17891999999999997	0.09733999999999998	-0.01092000000000004	0.13781999999999983	-0.10658000000000012	-0.3026000000000002	0.11085999999999974	0.21475999999999962	-0.13216000000000028	0.037439999999999696	0.0810799999999996	-0.07236000000000065	0.07240000000000002	-0.10602	-0.20744000000000007	0.26427999999999985	-0.2020200000000001	0.40825999999999985	0.052119999999999944	-0.4201400000000004	-0.1486800000000006	0.18473999999999968	0.21425999999999945	-0.31692000000000053	0.0911799999999996	-0.29954000000000036	0.20314000000000032	0.28915999999999986	0.01858000000000004
